order_id,order_date,ship_date,customer_id,region,state,category,sub_category,product_id,sales,quantity,discount,profit
CA-2021-105555,2022-07-07,2022-07-14,CG-1004,East,Texas,Furniture,Chairs,CHA-87866,2051.96,3,0,769.08
CA-2021-105556,2022-04-29,2022-05-04,CG-1108,Central,Pennsylvania,Furniture,Tables,TAB-36546,1915.4,9,0,336.19
CA-2021-105557,2021-01-05,2021-01-10,CG-1140,East,Ohio,Furniture,Chairs,CHA-91714,547.04,3,0,-67.47
CA-2021-105558,2021-01-22,2021-01-24,CG-1058,West,Georgia,Office Supplies,Supplies,SUP-28826,2458.74,3,0.3,830.4
CA-2021-105559,2021-08-19,2021-08-22,CG-1054,East,Illinois,Office Supplies,Binders,BIN-81208,807.43,7,0.5,-133.44
CA-2021-105560,2022-08-22,2022-08-28,CG-1175,West,Texas,Technology,Machines,MAC-33128,1628.12,3,0.3,-165.34
CA-2021-105561,2022-05-30,2022-06-05,CG-1145,South,California,Office Supplies,Paper,PAP-15950,2264.19,7,0,364.61
CA-2021-105562,2022-06-05,2022-06-11,CG-1114,Central,Texas,Furniture,Tables,TAB-20575,594.44,2,0,110.51
CA-2021-105563,2021-09-24,2021-09-27,CG-1122,East,New York,Technology,Machines,MAC-44620,2477.09,5,0.1,-300.38
CA-2021-105564,2022-06-13,2022-06-18,CG-1168,Central,Washington,Technology,Phones,PHO-99509,2407.41,5,0,830.9
CA-2021-105565,2022-04-09,2022-04-11,CG-1165,East,Michigan,Furniture,Chairs,CHA-37790,1477.4,9,0.5,418.84
CA-2021-105566,2022-03-25,2022-04-01,CG-1013,South,New York,Office Supplies,Envelopes,ENV-94949,439.45,1,0.5,150.63
CA-2021-105567,2022-07-18,2022-07-20,CG-1123,Central,Michigan,Furniture,Tables,TAB-56626,1465.1,7,0.3,290.85
CA-2021-105568,2022-08-19,2022-08-24,CG-1057,West,Pennsylvania,Office Supplies,Storage,STO-39148,2865.13,6,0.1,871.83
CA-2021-105569,2022-05-29,2022-05-31,CG-1191,Central,New York,Office Supplies,Appliances,APP-52797,557.12,9,0.3,199.53
CA-2021-105570,2022-03-24,2022-03-29,CG-1156,West,Georgia,Technology,Machines,MAC-78746,2038.74,8,0.1,524.44
CA-2021-105571,2021-05-03,2021-05-05,CG-1009,Central,Texas,Technology,Accessories,ACC-30957,1386.94,7,0,-44.5
CA-2021-105572,2021-09-26,2021-10-02,CG-1062,South,Texas,Furniture,Tables,TAB-17126,986.53,2,0.5,68.98
CA-2021-105573,2021-03-22,2021-03-26,CG-1085,South,Georgia,Technology,Accessories,ACC-70243,195.61,8,0,35.76
CA-2021-105574,2021-10-29,2021-11-02,CG-1076,Central,Washington,Furniture,Furnishings,FUR-89363,340.08,7,0.1,77.97
CA-2021-105575,2022-06-05,2022-06-10,CG-1132,East,Florida,Furniture,Tables,TAB-12378,2847.84,7,0.1,503.3
CA-2021-105576,2021-06-19,2021-06-22,CG-1057,Central,California,Technology,Copiers,COP-79919,661.24,1,0,89.95
CA-2021-105577,2022-05-07,2022-05-14,CG-1160,West,New York,Furniture,Furnishings,FUR-40121,2122.04,1,0.5,-174.89
CA-2021-105578,2022-06-06,2022-06-13,CG-1063,South,Florida,Furniture,Chairs,CHA-24330,2255.75,5,0,-308.45
CA-2021-105579,2021-06-04,2021-06-10,CG-1141,East,Washington,Technology,Machines,MAC-80925,2389.01,1,0.5,632.97
CA-2021-105580,2022-05-26,2022-06-01,CG-1123,East,Washington,Office Supplies,Storage,STO-87389,688.68,3,0.3,103.29
CA-2021-105581,2021-05-27,2021-06-01,CG-1107,West,New York,Furniture,Tables,TAB-46232,635.94,10,0,112.84
CA-2021-105582,2022-03-16,2022-03-23,CG-1138,East,Ohio,Office Supplies,Supplies,SUP-85864,1247.15,4,0,325.54
CA-2021-105583,2021-03-11,2021-03-16,CG-1178,South,Illinois,Office Supplies,Supplies,SUP-45725,1181.82,1,0.1,223.86
CA-2021-105584,2021-10-08,2021-10-13,CG-1067,West,Georgia,Furniture,Bookcases,BOO-32975,1639.4,2,0,-223.82
CA-2021-105585,2021-11-27,2021-11-30,CG-1134,South,Texas,Office Supplies,Envelopes,ENV-54231,49.13,2,0.2,12.19
CA-2021-105586,2022-05-31,2022-06-03,CG-1046,South,Pennsylvania,Furniture,Chairs,CHA-30739,54.42,3,0.3,13.01
CA-2021-105587,2021-04-28,2021-05-04,CG-1030,Central,Florida,Office Supplies,Binders,BIN-47641,1464.02,3,0,-232.16
CA-2021-105588,2021-03-11,2021-03-17,CG-1118,South,Pennsylvania,Office Supplies,Paper,PAP-86380,2874.67,4,0.2,-301.23
CA-2021-105589,2022-03-26,2022-03-28,CG-1104,East,Pennsylvania,Office Supplies,Storage,STO-34732,1401.14,10,0.2,308.59
CA-2021-105590,2022-12-21,2022-12-24,CG-1192,East,Washington,Office Supplies,Labels,LAB-59936,1917.06,8,0,647.88
CA-2021-105591,2022-07-06,2022-07-08,CG-1109,Central,Ohio,Office Supplies,Supplies,SUP-30747,2863.53,10,0.2,268.73
CA-2021-105592,2022-09-21,2022-09-23,CG-1196,East,Pennsylvania,Technology,Accessories,ACC-41645,2291.03,8,0.5,-192.86
CA-2021-105593,2022-09-04,2022-09-05,CG-1179,South,Michigan,Technology,Accessories,ACC-40992,260.75,1,0,-47.15
CA-2021-105594,2021-04-30,2021-05-07,CG-1018,South,New York,Technology,Copiers,COP-37233,2198.68,4,0.1,403.72
CA-2021-105595,2021-07-07,2021-07-09,CG-1159,West,Texas,Office Supplies,Appliances,APP-72225,2200.72,2,0.2,-177.56
CA-2021-105596,2021-09-22,2021-09-28,CG-1196,Central,Georgia,Office Supplies,Labels,LAB-31011,798.95,6,0.3,304.28
CA-2021-105597,2022-03-31,2022-04-05,CG-1175,South,California,Office Supplies,Binders,BIN-69716,874.05,8,0.5,180.11
CA-2021-105598,2021-11-16,2021-11-17,CG-1190,Central,Texas,Office Supplies,Paper,PAP-10752,1676.37,8,0.2,439.92
CA-2021-105599,2022-11-29,2022-12-06,CG-1042,West,Georgia,Office Supplies,Art,ART-59261,660.01,7,0.2,253.57
CA-2021-105600,2021-03-29,2021-04-05,CG-1052,East,Michigan,Technology,Copiers,COP-74532,954.86,10,0.5,323.36
CA-2021-105601,2022-06-15,2022-06-22,CG-1045,East,Texas,Office Supplies,Appliances,APP-63194,1802.32,3,0.2,702.29
CA-2021-105602,2021-08-11,2021-08-14,CG-1099,West,Texas,Technology,Accessories,ACC-52550,1099.19,8,0,-197.68
CA-2021-105603,2021-04-15,2021-04-20,CG-1129,Central,Illinois,Furniture,Chairs,CHA-40122,954.18,3,0.5,363.13
CA-2021-105604,2022-05-14,2022-05-20,CG-1025,West,Pennsylvania,Furniture,Chairs,CHA-27386,2650.65,9,0,-485.5
CA-2021-105605,2021-03-01,2021-03-02,CG-1128,East,Texas,Office Supplies,Envelopes,ENV-48224,562.67,10,0,70.06
CA-2021-105606,2022-05-09,2022-05-14,CG-1049,East,Georgia,Office Supplies,Paper,PAP-32215,1295.98,8,0.2,-98.84
CA-2021-105607,2022-09-04,2022-09-10,CG-1054,South,Ohio,Office Supplies,Appliances,APP-99419,1847.02,4,0.1,18.82
CA-2021-105608,2022-07-02,2022-07-09,CG-1097,South,Washington,Office Supplies,Supplies,SUP-90570,341.44,2,0.3,53.7
CA-2021-105609,2021-04-13,2021-04-18,CG-1069,South,Pennsylvania,Office Supplies,Labels,LAB-42733,209.51,3,0,22.05
CA-2021-105610,2022-06-10,2022-06-13,CG-1174,Central,Washington,Furniture,Furnishings,FUR-38063,122.43,7,0.2,-3.18
CA-2021-105611,2022-12-12,2022-12-15,CG-1140,South,Washington,Furniture,Bookcases,BOO-90897,145.79,8,0,46.47
CA-2021-105612,2022-05-01,2022-05-03,CG-1044,Central,Washington,Furniture,Furnishings,FUR-42570,1420.43,6,0,-174.35
CA-2021-105613,2021-05-01,2021-05-07,CG-1073,Central,Pennsylvania,Furniture,Chairs,CHA-91945,2876.52,3,0,-110.9
CA-2021-105614,2021-01-13,2021-01-15,CG-1064,South,Georgia,Technology,Accessories,ACC-67712,1361.53,6,0.2,-164.05
CA-2021-105615,2021-06-02,2021-06-04,CG-1002,South,Pennsylvania,Technology,Phones,PHO-20550,1327.98,8,0.2,-113.2
CA-2021-105616,2022-02-21,2022-02-23,CG-1159,Central,New York,Technology,Accessories,ACC-89807,1204.98,3,0.1,304.7
CA-2021-105617,2022-12-13,2022-12-18,CG-1185,East,Georgia,Furniture,Tables,TAB-61140,629.83,3,0,107.3
CA-2021-105618,2021-10-08,2021-10-13,CG-1091,Central,Illinois,Furniture,Chairs,CHA-13326,1202.89,5,0.3,241.42
CA-2021-105619,2022-11-27,2022-12-03,CG-1004,Central,Michigan,Furniture,Bookcases,BOO-46801,2739.03,10,0,80.52
CA-2021-105620,2022-07-28,2022-07-31,CG-1083,South,New York,Furniture,Furnishings,FUR-27532,1714.04,3,0.2,-112.52
CA-2021-105621,2021-05-19,2021-05-26,CG-1197,Central,Michigan,Technology,Copiers,COP-93196,2926.77,2,0,579.22
CA-2021-105622,2022-02-20,2022-02-22,CG-1100,East,Georgia,Office Supplies,Envelopes,ENV-10782,2777.21,1,0,342.52
CA-2021-105623,2022-11-08,2022-11-15,CG-1049,East,Georgia,Office Supplies,Envelopes,ENV-31037,1015.16,2,0.1,25.12
CA-2021-105624,2022-03-09,2022-03-16,CG-1165,East,Illinois,Furniture,Bookcases,BOO-68570,1625.65,5,0,62.14
CA-2021-105625,2022-11-30,2022-12-05,CG-1137,South,Pennsylvania,Office Supplies,Art,ART-53910,2300.52,7,0,-390.89
CA-2021-105626,2022-06-02,2022-06-09,CG-1137,East,Ohio,Office Supplies,Envelopes,ENV-64952,2663.7,10,0.2,532.74
CA-2021-105627,2022-06-12,2022-06-18,CG-1192,South,Illinois,Furniture,Tables,TAB-94401,993.44,2,0.2,128.66
CA-2021-105628,2021-11-07,2021-11-13,CG-1130,Central,Illinois,Office Supplies,Envelopes,ENV-51687,2374.71,2,0.1,437.59
CA-2021-105629,2022-04-18,2022-04-21,CG-1087,Central,Michigan,Office Supplies,Storage,STO-76521,74.93,1,0.2,19.63
CA-2021-105630,2022-11-17,2022-11-19,CG-1184,West,Texas,Office Supplies,Supplies,SUP-71132,2375.08,7,0,597.74
CA-2021-105631,2022-12-24,2022-12-27,CG-1109,Central,Texas,Office Supplies,Art,ART-71968,2922.47,2,0.3,861.0
CA-2021-105632,2022-04-10,2022-04-11,CG-1193,East,Michigan,Furniture,Furnishings,FUR-17449,2450.9,7,0,82.95
CA-2021-105633,2022-01-12,2022-01-14,CG-1060,East,Ohio,Office Supplies,Binders,BIN-46383,84.41,9,0,-3.98
CA-2021-105634,2023-01-01,2023-01-05,CG-1199,West,Texas,Furniture,Tables,TAB-41293,2926.47,7,0.3,-42.61
CA-2021-105635,2022-05-12,2022-05-15,CG-1057,West,California,Office Supplies,Supplies,SUP-44527,635.73,9,0,149.66
CA-2021-105636,2022-08-19,2022-08-21,CG-1147,West,Michigan,Technology,Copiers,COP-92598,1076.18,5,0.2,-5.58
CA-2021-105637,2021-06-28,2021-07-04,CG-1156,South,California,Furniture,Tables,TAB-14582,1291.76,6,0,-57.85
CA-2021-105638,2022-08-05,2022-08-06,CG-1052,West,Ohio,Furniture,Chairs,CHA-62322,2533.53,2,0,-447.04
CA-2021-105639,2022-02-24,2022-03-03,CG-1103,Central,Illinois,Furniture,Tables,TAB-91912,1684.38,9,0.3,180.0
CA-2021-105640,2022-12-23,2022-12-28,CG-1199,South,Pennsylvania,Furniture,Tables,TAB-10461,2918.77,3,0.1,632.99
CA-2021-105641,2021-06-01,2021-06-08,CG-1021,West,Texas,Technology,Machines,MAC-85221,2801.81,3,0,-455.41
CA-2021-105642,2021-04-30,2021-05-03,CG-1040,South,California,Furniture,Furnishings,FUR-87639,612.27,6,0.2,237.63
CA-2021-105643,2022-04-21,2022-04-28,CG-1155,West,Florida,Office Supplies,Paper,PAP-79536,2724.61,7,0,-73.08
CA-2021-105644,2021-01-26,2021-01-27,CG-1112,South,Illinois,Technology,Accessories,ACC-50436,2292.71,8,0.3,-397.41
CA-2021-105645,2022-02-10,2022-02-11,CG-1029,South,Pennsylvania,Technology,Copiers,COP-11249,891.58,9,0.1,-36.38
CA-2021-105646,2022-04-12,2022-04-17,CG-1081,West,Illinois,Furniture,Bookcases,BOO-88452,2786.3,4,0,-364.51
CA-2021-105647,2022-05-26,2022-05-30,CG-1192,West,Georgia,Furniture,Bookcases,BOO-55670,2511.89,5,0,459.81
CA-2021-105648,2021-04-18,2021-04-21,CG-1175,West,Florida,Furniture,Tables,TAB-89893,844.19,7,0.3,25.92
CA-2021-105649,2022-04-10,2022-04-16,CG-1134,Central,Washington,Furniture,Chairs,CHA-64149,1338.53,7,0,-139.72
CA-2021-105650,2021-08-09,2021-08-12,CG-1168,East,Illinois,Office Supplies,Labels,LAB-98702,1968.29,1,0,-226.95
CA-2021-105651,2022-08-30,2022-09-05,CG-1060,East,California,Technology,Machines,MAC-85020,391.92,4,0,57.23
CA-2021-105652,2022-02-01,2022-02-04,CG-1065,Central,Washington,Office Supplies,Storage,STO-84396,178.96,10,0.5,-4.66
CA-2021-105653,2021-04-13,2021-04-16,CG-1163,West,Michigan,Office Supplies,Binders,BIN-81470,2312.95,2,0,-272.71
CA-2021-105654,2022-11-14,2022-11-18,CG-1033,East,Texas,Furniture,Tables,TAB-23018,223.13,7,0,68.86
CA-2021-105655,2021-01-07,2021-01-08,CG-1020,East,New York,Office Supplies,Paper,PAP-78978,1626.29,10,0.1,19.85
CA-2021-105656,2021-10-19,2021-10-24,CG-1181,South,Michigan,Office Supplies,Labels,LAB-60301,902.25,6,0.3,329.32
CA-2021-105657,2021-05-26,2021-05-28,CG-1024,South,California,Furniture,Bookcases,BOO-12318,2858.43,6,0.5,-115.01
CA-2021-105658,2021-12-22,2021-12-29,CG-1165,South,Washington,Office Supplies,Storage,STO-14319,648.36,3,0.2,-45.45
CA-2021-105659,2022-04-22,2022-04-23,CG-1085,West,Michigan,Office Supplies,Fasteners,FAS-92930,2040.21,8,0,467.13
CA-2021-105660,2022-08-13,2022-08-19,CG-1077,South,Georgia,Technology,Machines,MAC-13041,252.45,6,0.3,-29.47
CA-2021-105661,2021-02-10,2021-02-13,CG-1063,West,Pennsylvania,Technology,Copiers,COP-54939,2094.56,8,0.1,-255.84
CA-2021-105662,2021-08-07,2021-08-12,CG-1039,South,Texas,Furniture,Tables,TAB-26711,2528.56,5,0,341.61
CA-2021-105663,2021-12-12,2021-12-13,CG-1191,West,Florida,Office Supplies,Envelopes,ENV-10372,915.72,4,0.1,-53.68
CA-2021-105664,2021-03-15,2021-03-18,CG-1063,East,Washington,Office Supplies,Fasteners,FAS-52824,1275.0,6,0.5,471.03
CA-2021-105665,2021-10-30,2021-10-31,CG-1026,East,California,Technology,Machines,MAC-12570,2086.91,1,0,314.9
CA-2021-105666,2021-10-10,2021-10-17,CG-1138,East,Washington,Office Supplies,Envelopes,ENV-86999,657.36,6,0.5,-114.42
CA-2021-105667,2021-09-05,2021-09-12,CG-1186,South,Ohio,Office Supplies,Appliances,APP-76037,1992.51,7,0.3,-374.91
CA-2021-105668,2021-10-26,2021-11-01,CG-1041,Central,Texas,Technology,Phones,PHO-70868,1123.75,9,0.3,-20.33
CA-2021-105669,2022-03-27,2022-03-31,CG-1196,Central,Illinois,Technology,Machines,MAC-28552,1405.34,6,0.3,85.49
CA-2021-105670,2022-08-19,2022-08-21,CG-1092,West,Ohio,Office Supplies,Storage,STO-67832,1027.12,2,0.2,-75.89
CA-2021-105671,2021-11-16,2021-11-21,CG-1014,Central,Texas,Office Supplies,Binders,BIN-35021,2575.03,3,0,140.65
CA-2021-105672,2022-06-06,2022-06-13,CG-1046,East,Florida,Furniture,Furnishings,FUR-97103,1829.2,8,0,390.41
CA-2021-105673,2021-11-22,2021-11-26,CG-1074,West,Michigan,Office Supplies,Storage,STO-60233,1870.35,2,0,-89.65
CA-2021-105674,2022-12-30,2023-01-01,CG-1089,West,Florida,Office Supplies,Binders,BIN-71205,2264.45,2,0.1,6.25
CA-2021-105675,2021-07-24,2021-07-30,CG-1198,South,Pennsylvania,Office Supplies,Storage,STO-80295,2948.42,7,0,-479.3
CA-2021-105676,2021-12-31,2022-01-05,CG-1161,South,Washington,Furniture,Tables,TAB-86910,2648.03,7,0,-52.92
CA-2021-105677,2021-03-11,2021-03-14,CG-1125,Central,Michigan,Technology,Phones,PHO-23486,661.18,1,0.3,-35.1
CA-2021-105678,2021-10-02,2021-10-08,CG-1181,West,Ohio,Technology,Machines,MAC-79747,1914.46,3,0.2,219.03
CA-2021-105679,2022-04-24,2022-04-28,CG-1025,Central,Pennsylvania,Furniture,Bookcases,BOO-57685,1382.66,1,0,51.85
CA-2021-105680,2021-04-10,2021-04-11,CG-1102,South,California,Office Supplies,Fasteners,FAS-21323,2420.76,9,0,332.71
CA-2021-105681,2022-01-17,2022-01-22,CG-1032,South,New York,Technology,Accessories,ACC-20379,197.08,2,0.3,20.04
CA-2021-105682,2021-07-10,2021-07-14,CG-1165,Central,Texas,Technology,Copiers,COP-17898,1927.0,6,0.5,83.97
CA-2021-105683,2022-02-04,2022-02-05,CG-1123,South,Washington,Office Supplies,Art,ART-11376,2335.26,7,0.2,609.39
CA-2021-105684,2021-12-18,2021-12-21,CG-1188,East,Washington,Furniture,Furnishings,FUR-48976,2292.66,7,0.2,624.39
CA-2021-105685,2022-12-29,2023-01-02,CG-1026,East,Georgia,Furniture,Bookcases,BOO-42298,2078.86,4,0,203.64
CA-2021-105686,2021-05-10,2021-05-13,CG-1061,East,Florida,Office Supplies,Labels,LAB-49230,1872.24,3,0,679.62
CA-2021-105687,2022-06-05,2022-06-10,CG-1020,South,Texas,Technology,Accessories,ACC-20304,977.26,5,0.5,-75.63
CA-2021-105688,2021-02-28,2021-03-06,CG-1017,East,Michigan,Technology,Machines,MAC-60630,2522.09,7,0,662.09
CA-2021-105689,2022-04-11,2022-04-18,CG-1053,Central,New York,Furniture,Bookcases,BOO-99467,1701.23,8,0.2,618.82
CA-2021-105690,2021-11-24,2021-11-27,CG-1024,West,Pennsylvania,Office Supplies,Labels,LAB-48312,1860.1,2,0.2,-253.04
CA-2021-105691,2022-03-30,2022-03-31,CG-1005,Central,Illinois,Technology,Phones,PHO-10825,583.31,2,0,8.59
CA-2021-105692,2022-04-06,2022-04-13,CG-1174,South,Texas,Office Supplies,Fasteners,FAS-92567,2254.88,8,0,428.11
CA-2021-105693,2022-08-25,2022-08-28,CG-1085,West,Washington,Furniture,Tables,TAB-46890,1647.24,2,0,-242.33
CA-2021-105694,2022-07-21,2022-07-27,CG-1195,Central,Pennsylvania,Furniture,Tables,TAB-97351,2492.81,1,0.5,738.62
CA-2021-105695,2022-06-15,2022-06-18,CG-1184,South,Ohio,Office Supplies,Supplies,SUP-99905,907.45,3,0,-93.5
CA-2021-105696,2021-01-06,2021-01-08,CG-1085,West,Georgia,Furniture,Bookcases,BOO-87414,1273.56,7,0.5,115.82
CA-2021-105697,2021-07-16,2021-07-23,CG-1031,East,Ohio,Technology,Machines,MAC-67678,767.03,5,0,255.65
CA-2021-105698,2022-05-16,2022-05-19,CG-1142,West,New York,Technology,Copiers,COP-64510,200.69,1,0.5,51.16
CA-2021-105699,2021-08-02,2021-08-08,CG-1171,Central,Texas,Office Supplies,Fasteners,FAS-53474,603.7,8,0,-113.72
CA-2021-105700,2022-04-01,2022-04-07,CG-1086,West,Illinois,Office Supplies,Fasteners,FAS-84123,559.97,4,0.1,218.43
CA-2021-105701,2022-04-13,2022-04-15,CG-1166,West,Texas,Office Supplies,Supplies,SUP-31143,1261.1,10,0.2,382.78
CA-2021-105702,2021-12-07,2021-12-14,CG-1066,South,Washington,Furniture,Furnishings,FUR-10960,83.66,3,0.1,30.16
CA-2021-105703,2021-07-17,2021-07-19,CG-1002,Central,Michigan,Technology,Machines,MAC-74763,1478.99,2,0,527.53
CA-2021-105704,2022-12-05,2022-12-11,CG-1174,West,New York,Office Supplies,Labels,LAB-14397,425.45,3,0.5,-64.03
CA-2021-105705,2021-11-09,2021-11-10,CG-1012,West,Florida,Technology,Copiers,COP-98853,648.32,5,0,245.93
CA-2021-105706,2022-07-13,2022-07-17,CG-1091,East,New York,Technology,Copiers,COP-26419,1661.29,6,0.5,508.46
CA-2021-105707,2021-04-10,2021-04-13,CG-1144,Central,Florida,Technology,Phones,PHO-63359,723.45,4,0.1,19.21
CA-2021-105708,2021-12-13,2021-12-18,CG-1177,Central,California,Office Supplies,Fasteners,FAS-38816,1850.92,10,0.2,162.47
CA-2021-105709,2022-12-28,2023-01-03,CG-1152,South,Georgia,Office Supplies,Fasteners,FAS-75185,2404.94,6,0,523.69
CA-2021-105710,2021-07-14,2021-07-18,CG-1128,South,California,Office Supplies,Fasteners,FAS-62109,2615.72,3,0.2,-195.15
CA-2021-105711,2022-03-05,2022-03-09,CG-1008,East,California,Furniture,Chairs,CHA-54455,2441.52,3,0.5,261.95
CA-2021-105712,2021-09-23,2021-09-29,CG-1116,East,Pennsylvania,Furniture,Tables,TAB-98783,1534.39,5,0.2,423.78
CA-2021-105713,2021-09-23,2021-09-29,CG-1109,Central,Illinois,Technology,Accessories,ACC-74755,216.61,5,0,79.31
CA-2021-105714,2022-02-11,2022-02-14,CG-1166,Central,Washington,Furniture,Chairs,CHA-12301,2785.03,7,0.1,586.43
CA-2021-105715,2022-04-15,2022-04-18,CG-1093,South,Texas,Furniture,Furnishings,FUR-84091,308.58,9,0,-13.45
CA-2021-105716,2021-08-10,2021-08-12,CG-1136,West,Texas,Office Supplies,Labels,LAB-38004,1268.76,6,0,1.01
CA-2021-105717,2021-02-23,2021-02-28,CG-1104,Central,Ohio,Office Supplies,Storage,STO-20977,1206.34,6,0.2,67.73
CA-2021-105718,2021-06-21,2021-06-24,CG-1097,South,Washington,Technology,Copiers,COP-60391,694.28,5,0,-98.19
CA-2021-105719,2022-08-19,2022-08-25,CG-1157,East,Illinois,Technology,Copiers,COP-94228,1530.2,3,0,311.16
CA-2021-105720,2022-09-02,2022-09-04,CG-1057,East,California,Office Supplies,Envelopes,ENV-61221,2261.86,3,0.2,-387.65
CA-2021-105721,2022-12-06,2022-12-12,CG-1114,South,Michigan,Technology,Phones,PHO-69034,1345.81,5,0.5,-56.31
CA-2021-105722,2021-07-24,2021-07-26,CG-1064,Central,California,Furniture,Tables,TAB-96922,194.62,2,0,8.24
CA-2021-105723,2022-07-16,2022-07-18,CG-1119,East,California,Office Supplies,Storage,STO-54935,2826.5,2,0.2,647.18
CA-2021-105724,2021-08-22,2021-08-28,CG-1019,East,Washington,Technology,Phones,PHO-86783,808.06,1,0,202.76
CA-2021-105725,2022-08-21,2022-08-24,CG-1123,Central,Texas,Technology,Machines,MAC-61180,1971.62,2,0.5,-249.82
CA-2021-105726,2021-03-23,2021-03-26,CG-1020,West,Texas,Furniture,Chairs,CHA-78662,2682.54,5,0,-59.06
CA-2021-105727,2022-11-28,2022-12-01,CG-1190,West,Pennsylvania,Technology,Copiers,COP-69361,1951.0,1,0.2,-255.26
CA-2021-105728,2022-12-01,2022-12-04,CG-1165,West,Illinois,Furniture,Bookcases,BOO-62693,1671.91,2,0,-304.71
CA-2021-105729,2021-02-07,2021-02-14,CG-1145,South,Texas,Furniture,Chairs,CHA-62474,1628.51,6,0,326.54
CA-2021-105730,2021-08-22,2021-08-23,CG-1111,South,New York,Technology,Machines,MAC-45199,162.5,2,0,21.48
CA-2021-105731,2022-11-24,2022-12-01,CG-1054,Central,Illinois,Furniture,Furnishings,FUR-97916,2477.33,8,0.2,-468.04
CA-2021-105732,2021-02-17,2021-02-24,CG-1092,Central,Michigan,Office Supplies,Fasteners,FAS-75893,453.38,9,0,-30.23
CA-2021-105733,2022-05-12,2022-05-16,CG-1132,Central,California,Technology,Accessories,ACC-33032,1615.48,7,0,613.27
CA-2021-105734,2021-03-24,2021-03-26,CG-1164,West,Georgia,Furniture,Furnishings,FUR-15550,1710.61,1,0,276.01
CA-2021-105735,2022-12-24,2022-12-28,CG-1182,West,Ohio,Furniture,Tables,TAB-21686,433.88,6,0,15.11
CA-2021-105736,2021-04-24,2021-04-26,CG-1110,West,Washington,Technology,Phones,PHO-76441,178.04,6,0.1,-24.64
CA-2021-105737,2021-10-14,2021-10-18,CG-1189,East,Washington,Technology,Machines,MAC-66443,2749.21,9,0.1,1040.13
CA-2021-105738,2021-09-19,2021-09-23,CG-1131,Central,Ohio,Furniture,Furnishings,FUR-15785,1129.16,10,0,122.71
CA-2021-105739,2021-05-06,2021-05-10,CG-1112,Central,Florida,Office Supplies,Supplies,SUP-27974,1019.0,7,0.1,395.12
CA-2021-105740,2021-11-11,2021-11-16,CG-1164,South,California,Office Supplies,Labels,LAB-90197,2397.63,10,0,-420.26
CA-2021-105741,2022-08-08,2022-08-13,CG-1176,South,California,Furniture,Chairs,CHA-92887,1137.33,1,0,307.97
CA-2021-105742,2022-01-16,2022-01-22,CG-1051,South,Michigan,Office Supplies,Fasteners,FAS-11120,2952.88,4,0.5,105.64
CA-2021-105743,2022-11-22,2022-11-24,CG-1139,East,Georgia,Office Supplies,Art,ART-47342,1404.58,9,0.1,-9.6
CA-2021-105744,2022-02-17,2022-02-24,CG-1096,Central,Ohio,Furniture,Chairs,CHA-61096,122.73,7,0,-2.27
CA-2021-105745,2021-08-15,2021-08-21,CG-1053,West,Texas,Office Supplies,Envelopes,ENV-33067,1175.28,9,0.3,297.59
CA-2021-105746,2021-08-04,2021-08-11,CG-1125,West,New York,Furniture,Furnishings,FUR-49615,2904.36,3,0,-482.15
CA-2021-105747,2022-10-21,2022-10-26,CG-1059,West,Pennsylvania,Office Supplies,Envelopes,ENV-68635,1497.67,1,0.5,-216.4
CA-2021-105748,2022-12-20,2022-12-25,CG-1152,East,California,Technology,Copiers,COP-33426,2221.77,8,0.3,537.65
CA-2021-105749,2022-09-07,2022-09-09,CG-1113,East,Illinois,Technology,Copiers,COP-52087,1859.17,1,0,-110.39
CA-2021-105750,2022-05-01,2022-05-04,CG-1120,Central,Washington,Technology,Accessories,ACC-93690,1987.87,6,0,704.5
CA-2021-105751,2021-03-22,2021-03-23,CG-1148,South,Illinois,Furniture,Chairs,CHA-91685,1617.97,4,0.5,630.67
CA-2021-105752,2021-09-03,2021-09-08,CG-1176,East,Florida,Furniture,Tables,TAB-42734,1685.09,2,0,217.86
CA-2021-105753,2022-07-30,2022-08-01,CG-1076,East,Illinois,Furniture,Tables,TAB-75397,2249.92,4,0.3,96.19
CA-2021-105754,2022-11-21,2022-11-25,CG-1184,Central,Michigan,Furniture,Furnishings,FUR-24114,2656.23,7,0,913.01
CA-2021-105755,2022-06-02,2022-06-03,CG-1038,West,Texas,Technology,Accessories,ACC-40927,40.0,10,0.2,-1.08
CA-2021-105756,2021-03-07,2021-03-13,CG-1087,West,Texas,Technology,Phones,PHO-15492,2231.08,10,0.3,774.0
CA-2021-105757,2021-03-07,2021-03-14,CG-1186,West,Georgia,Furniture,Bookcases,BOO-49321,2756.07,8,0,-171.42
CA-2021-105758,2022-03-27,2022-04-01,CG-1130,West,Illinois,Furniture,Bookcases,BOO-45313,276.5,5,0,-34.79
CA-2021-105759,2021-09-14,2021-09-16,CG-1076,East,Georgia,Office Supplies,Envelopes,ENV-75689,1459.85,3,0,231.94
CA-2021-105760,2021-12-06,2021-12-11,CG-1033,West,California,Office Supplies,Storage,STO-17246,2247.5,1,0,-159.38
CA-2021-105761,2022-09-10,2022-09-11,CG-1074,West,Washington,Office Supplies,Storage,STO-68279,2738.75,10,0.5,-393.75
CA-2021-105762,2022-08-15,2022-08-21,CG-1039,Central,Texas,Furniture,Chairs,CHA-55638,2908.29,2,0,586.62
